"rowID","Irr"
"Row11211",0.2521567153625364
"Row11212",0.2539010390920184
"Row11213",0.24482338711102677
"Row11214",0.22734509924799776
"Row11215",0.25004236693874904
"Row11216",0.2699443153956663
"Row11217",2.1686600322144396
"Row11218",2.268959176664717
"Row11219",159.70148070866986
"Row11220",311.28540940435073
"Row11221",306.1614101980408
"Row11222",286.35941954003647
"Row11223",309.78870344528764
"Row11224",352.8557614122267
"Row11225",271.8868929838327
"Row11226",59.34610490072987
"Row11227",2.225277669838725
"Row11228",2.0853864941666282
"Row11229",0.21665461364711314
"Row11230",0.21837725429576565
"Row11231",0.21484502531527555
"Row11232",0.22576573515030135
"Row11233",0.19149934353640247
"Row11234",0.20370785830222474
"Row11235",0.20702905142157782
"Row11236",0.20226797345937328
"Row11237",0.20229424025594628
"Row11238",0.20403264411792427
"Row11239",2.210829094168353
"Row11240",181.36348896768828
"Row11241",435.19487407209635
"Row11242",499.35986563610516
"Row11243",426.21426164547825
"Row11244",309.5171022017796
"Row11245",339.2562874325074
"Row11246",507.8364608274012
"Row11247",151.75671045033369
"Row11248",0.22961697627165265
"Row11249",0.23137703516663202
"Row11250",0.20981185966153404
"Row11251",0.21296371626565938
"Row11252",0.20404206005495099
"Row11253",0.2181608103271454
"Row11254",2.0848519754384696
"Row11255",2.152501217920219
"Row11256",29.46882782346131
"Row11257",115.4804853605117
"Row11258",110.59124264484899
"Row11259",182.34844837865876
"Row11260",328.614223468541
"Row11261",296.6111861875207
"Row11262",311.9204106166635
"Row11263",218.14305442122932
"Row11264",2.136353413683267
"Row11265",0.2309932200530167
"Row11266",0.2265904937354829
"Row11267",0.22793969823041918
"Row11268",0.22063062193940725
"Row11269",0.21515223347222037
"Row11270",0.25686005326721195
"Row11271",0.2929297080639745
"Row11272",0.26179664522458146
"Row11273",168.7775050153519
"Row11274",429.7496515931857
"Row11275",440.285216655921
"Row11276",409.87187301987103
"Row11277",412.6452284488697
"Row11278",387.57554992573046
"Row11279",426.2839723050847
"Row11280",226.86028326638458
"Row11281",22.05857452536417
"Row11282",0.2359292912588502
"Row11283",0.2320966972795017
"Row11284",0.23388176432564997
"Row11285",2.1253499901755695
"Row11286",50.88341583483003
"Row11287",133.1318650653708
"Row11288",194.21782691548822
"Row11289",171.20900902584498
"Row11290",167.98214376505973
"Row11291",104.66286755695842
"Row11292",66.05935415108186
"Row11293",38.01678693981489
"Row11294",6.892470430280111
"Row11295",2.0625970052122895
"Row11296",2.0527271216870178
"Row11297",0.1976451412337774
"Row11298",0.2081765674435975
"Row11299",0.2088566748759685
"Row11300",0.20762905078003335
"Row11301",0.21617702213828788
"Row11302",0.22551965782908504
"Row11303",0.22336923912072051
"Row11304",0.24054481047131482
"Row11305",0.2100525477759778
"Row11306",0.20143334387116169
"Row11307",0.2005267050833915
"Row11308",2.088771113254449
"Row11309",2.1453006282894016
"Row11310",115.32671298206026
"Row11311",224.12231052642062
"Row11312",121.58062958020861
"Row11313",145.13747318296748
"Row11314",98.72946924842961
"Row11315",112.84607068533603
"Row11316",95.64902582126638
"Row11317",129.6416358062423
"Row11318",10.285437505801633
"Row11319",2.1322381865577493
