"rowID","Irr"
"Row11211",0.19980291159528413
"Row11212",0.22793271868861847
"Row11213",0.24392096920782075
"Row11214",0.208338150933269
"Row11215",0.2535508726126898
"Row11216",0.28354256738089667
"Row11217",2.1878211911219423
"Row11218",2.276829604738661
"Row11219",166.13786625862258
"Row11220",331.85033689715783
"Row11221",332.2871728403642
"Row11222",314.69683833337785
"Row11223",355.92502390807886
"Row11224",366.54242567583015
"Row11225",313.26622899249963
"Row11226",71.20607855060527
"Row11227",2.248138536259337
"Row11228",2.1177809553555385
"Row11229",0.23749850698080296
"Row11230",0.2398754465814331
"Row11231",0.22999427851572432
"Row11232",0.234502889279112
"Row11233",0.19394395379609636
"Row11234",0.20207376024641344
"Row11235",0.20912424129195026
"Row11236",0.20684545094945542
"Row11237",0.20826717689617036
"Row11238",0.211441546580782
"Row11239",2.24851283044761
"Row11240",203.9465196800918
"Row11241",468.9798381181124
"Row11242",459.51969717897657
"Row11243",449.2341351349895
"Row11244",378.30416763560754
"Row11245",405.4427745135535
"Row11246",478.65328495991116
"Row11247",130.81230813002043
"Row11248",0.25074564842788616
"Row11249",0.2425954571919379
"Row11250",0.20699171384949586
"Row11251",0.21505259641936414
"Row11252",0.2105769340391897
"Row11253",0.23409826292944655
"Row11254",2.111041260711884
"Row11255",2.1645753256263585
"Row11256",26.120465146970048
"Row11257",99.16876557463769
"Row11258",211.1361902266044
"Row11259",227.88397152118114
"Row11260",415.30868723019205
"Row11261",329.7547659036345
"Row11262",293.8672026949225
"Row11263",153.5156766156269
"Row11264",2.1671381462849086
"Row11265",0.2501307867457029
"Row11266",0.24226149896666582
"Row11267",0.23539991333185772
"Row11268",0.22387198852990017
"Row11269",0.21513197791083388
"Row11270",0.26361130978869785
"Row11271",0.29831345622397104
"Row11272",0.2694917459375788
"Row11273",169.55489122752735
"Row11274",469.4263077746058
"Row11275",470.38300816518824
"Row11276",442.511690259582
"Row11277",403.99966888957243
"Row11278",364.49854829941285
"Row11279",451.0804780933446
"Row11280",277.17640322462785
