"rowID","Irr"
"Row11211",0.21395401600218245
"Row11212",0.23706888537713033
"Row11213",0.2518122267576881
"Row11214",0.21316223163730363
"Row11215",0.25343352523246065
"Row11216",0.2863963295164438
"Row11217",2.356141271710032
"Row11218",2.4257107550195998
"Row11219",132.29690435832418
"Row11220",260.88654451175177
"Row11221",291.8903953098271
"Row11222",378.633727935834
"Row11223",373.3993828576588
"Row11224",300.5049207140914
"Row11225",310.2073642191605
"Row11226",95.13860810162578
"Row11227",2.3659800636297117
"Row11228",2.231647549140121
"Row11229",0.21329182745198882
"Row11230",0.22307986907512434
"Row11231",0.21709949082775215
"Row11232",0.23278751637497797
"Row11233",0.1911797459793323
"Row11234",0.20464517269508353
"Row11235",0.18590004418863604
"Row11236",0.18643623557838884
"Row11237",0.18710021862865234
"Row11238",0.19476216843258642
"Row11239",2.438899266936356
"Row11240",208.4941808196212
"Row11241",467.4877497918838
"Row11242",524.4905079492781
"Row11243",431.2244751976092
"Row11244",439.91020017766687
"Row11245",398.0455922553838
"Row11246",473.7508370273498
"Row11247",167.43206777534195
"Row11248",0.2443443265549674
"Row11249",0.25334057871739635
"Row11250",0.18987938677023952
"Row11251",0.18863615550566615
"Row11252",0.18676016479046642
"Row11253",0.2091388864493453
"Row11254",2.235120651855965
"Row11255",2.2608043107952946
"Row11256",24.389740079641342
"Row11257",166.6001064558661
"Row11258",135.28083901900615
"Row11259",240.0760684882545
"Row11260",378.8970669390482
"Row11261",325.7708051032098
"Row11262",292.85245937395314
"Row11263",193.43966160102747
"Row11264",2.336264670928193
"Row11265",0.25163960212416936
"Row11266",0.24879563938018445
"Row11267",0.24877296086334444
"Row11268",0.23342600997936946
"Row11269",0.22782150482507157
"Row11270",0.253163586898594
"Row11271",0.2932410383981314
"Row11272",0.25479715048530305
"Row11273",169.49309420585632
"Row11274",416.1921514807447
"Row11275",452.33241564962236
"Row11276",455.8322224742443
"Row11277",432.00895844762493
"Row11278",386.23636821960685
"Row11279",481.925785962187
"Row11280",199.58034505059723
"Row11281",2.524934355895422
"Row11282",0.259563919238607
"Row11283",0.2518815595991326
"Row11284",0.2582203741524123
"Row11285",2.3512558417329843
"Row11286",49.67815014719963
"Row11287",194.65208885324603
"Row11288",272.506563832812
"Row11289",207.7421772207901
"Row11290",148.9099770083937
"Row11291",131.9783925302834
"Row11292",66.68401972867599
"Row11293",27.461916712247767
"Row11294",2.3020989285556768
"Row11295",2.196404632492494
"Row11296",2.160707775173174
"Row11297",0.16078187662235055
"Row11298",0.1606100060453557
"Row11299",0.15661200234536476
"Row11300",0.15572479639695458
"Row11301",0.1644517399456782
"Row11302",0.16794958470340382
"Row11303",0.18542194059325268
"Row11304",0.2184750721225046
"Row11305",0.189673002198524
"Row11306",0.18422186549495145
"Row11307",0.18883779188630512
"Row11308",2.251156280370545
"Row11309",2.2765234283787703
"Row11310",121.80941313505173
"Row11311",233.08791246193545
"Row11312",130.09957363701565
"Row11313",234.53025038576888
"Row11314",80.4395298362085
"Row11315",118.785896459208
"Row11316",190.85672780187383
"Row11317",39.1191190854235
"Row11318",18.47238907924266
"Row11319",2.2707800255184294
"Row11320",2.2702804485544164
"Row11321",0.23142731604898836
"Row11322",0.238328020269722
"Row11323",0.22877419099836893
"Row11324",0.222176195309584
"Row11325",0.24645689112289726
"Row11326",0.21640621673182459
"Row11327",0.1835359958073972
"Row11328",0.24288875735477156
"Row11329",0.25288684100147263
"Row11330",0.27886302109266947
"Row11331",0.2845054124332127
"Row11332",2.3808683821900987
"Row11333",2.340593183589206
"Row11334",47.60267898440361
"Row11335",223.09717884026713
"Row11336",134.71162508843017
"Row11337",124.73553771716325
"Row11338",91.34971238302927
"Row11339",87.70457772514573
"Row11340",60.550667238327726
"Row11341",44.39088307272266
"Row11342",6.87528224375108
"Row11343",2.21044932935647
"Row11344",2.215174023115489
"Row11345",0.20046832074698195
"Row11346",0.19372875757207275
"Row11347",0.20634028693112438
